"Index","WFC.Close"
"2010-01-04",27.32
"2010-01-05",28.07
"2010-01-06",28.110001
"2010-01-07",29.129999
"2010-01-08",28.860001
"2010-01-11",28.799999
"2010-01-12",28.08
"2010-01-13",28.58
"2010-01-14",28.99
"2010-01-15",28.08
"2010-01-19",28.280001
"2010-01-20",27.82
"2010-01-21",28
"2010-01-22",27.26
"2010-01-25",27.66
"2010-01-26",26.99
"2010-01-27",28.200001
"2010-01-28",28.450001
"2010-01-29",28.43
"2010-02-01",28.93
"2010-02-02",28.790001
"2010-02-03",28.139999
"2010-02-04",27.059999
"2010-02-05",27.42
"2010-02-08",26.43
"2010-02-09",26.709999
"2010-02-10",27.18
"2010-02-11",27.08
"2010-02-12",26.879999
"2010-02-16",27.389999
"2010-02-17",27.33
"2010-02-18",27.34
"2010-02-19",27.370001
"2010-02-22",28.01
"2010-02-23",27.290001
"2010-02-24",27.66
"2010-02-25",27.440001
"2010-02-26",27.34
"2010-03-01",27.35
"2010-03-02",27.870001
"2010-03-03",28.200001
"2010-03-04",28.43
"2010-03-05",29.15
"2010-03-08",28.889999
"2010-03-09",28.98
"2010-03-10",29.57
"2010-03-11",29.76
"2010-03-12",29.629999
"2010-03-15",29.889999
"2010-03-16",30.280001
"2010-03-17",30.549999
"2010-03-18",30.290001
"2010-03-19",30.379999
"2010-03-22",30.41
"2010-03-23",31.08
"2010-03-24",30.860001
"2010-03-25",31.059999
"2010-03-26",31.219999
"2010-03-29",31.1
"2010-03-30",30.84
"2010-03-31",31.120001
"2010-04-01",31.370001
"2010-04-05",31.51
"2010-04-06",32.279999
"2010-04-07",31.99
"2010-04-08",32.23
"2010-04-09",32.299999
"2010-04-12",32.419998
"2010-04-13",32.150002
"2010-04-14",33.279999
"2010-04-15",33.509998
"2010-04-16",32.560001
"2010-04-19",33.02
"2010-04-20",33.689999
"2010-04-21",33.009998
"2010-04-22",33.580002
"2010-04-23",33.48
"2010-04-26",32.720001
"2010-04-27",31.719999
"2010-04-28",32.450001
"2010-04-29",33.23
"2010-04-30",33.110001
"2010-05-03",33.880001
"2010-05-04",32.939999
"2010-05-05",32.66
"2010-05-06",31.18
"2010-05-07",30.82
"2010-05-10",32.970001
"2010-05-11",32.91
"2010-05-12",33.66
"2010-05-13",33.080002
"2010-05-14",32.040001
"2010-05-17",31.969999
"2010-05-18",30.59
"2010-05-19",30.08
"2010-05-20",28.690001
"2010-05-21",30.110001
"2010-05-24",28.709999
"2010-05-25",28.9
"2010-05-26",28.040001
"2010-05-27",29.41
"2010-05-28",28.690001
"2010-06-01",28.23
"2010-06-02",29.18
"2010-06-03",28.860001
"2010-06-04",27.780001
"2010-06-07",27.290001
"2010-06-08",27.76
"2010-06-09",27.030001
"2010-06-10",28.129999
"2010-06-11",27.84
"2010-06-14",27.4
"2010-06-15",27.91
"2010-06-16",28.120001
"2010-06-17",27.93
"2010-06-18",28.07
"2010-06-21",27.940001
"2010-06-22",27.459999
"2010-06-23",27.32
"2010-06-24",26.860001
"2010-06-25",27.049999
"2010-06-28",27.030001
"2010-06-29",25.93
"2010-06-30",25.6
"2010-07-01",25.18
"2010-07-02",24.879999
"2010-07-06",25.15
"2010-07-07",26.66
"2010-07-08",26.639999
"2010-07-09",27
"2010-07-12",27.059999
"2010-07-13",27.940001
"2010-07-14",27.66
"2010-07-15",27.809999
"2010-07-16",26.24
"2010-07-19",26.02
"2010-07-20",25.91
"2010-07-21",26.059999
"2010-07-22",27.389999
"2010-07-23",27.42
"2010-07-26",27.91
"2010-07-27",28.389999
"2010-07-28",28.07
"2010-07-29",27.690001
"2010-07-30",27.73
"2010-08-02",28.57
"2010-08-03",28.120001
"2010-08-04",27.93
"2010-08-05",27.879999
"2010-08-06",27.75
"2010-08-09",28.23
"2010-08-10",27.77
"2010-08-11",26.299999
"2010-08-12",26
"2010-08-13",25.84
"2010-08-16",25.68
"2010-08-17",25.34
"2010-08-18",25.379999
"2010-08-19",24.43
"2010-08-20",24.6
"2010-08-23",24.23
"2010-08-24",23.639999
"2010-08-25",23.6
"2010-08-26",23.49
"2010-08-27",24
"2010-08-30",23.25
"2010-08-31",23.549999
"2010-09-01",24.66
"2010-09-02",25.1
"2010-09-03",25.84
"2010-09-07",24.92
"2010-09-08",25.219999
"2010-09-09",25.690001
"2010-09-10",25.75
"2010-09-13",26.5
"2010-09-14",26.059999
"2010-09-15",26.34
"2010-09-16",26.059999
"2010-09-17",26.01
"2010-09-20",26.559999
"2010-09-21",26.379999
"2010-09-22",25.809999
"2010-09-23",25.040001
"2010-09-24",25.59
"2010-09-27",25.530001
"2010-09-28",25.35
"2010-09-29",25.040001
"2010-09-30",25.120001
"2010-10-01",25.559999
"2010-10-04",25.379999
"2010-10-05",26.25
"2010-10-06",26.299999
"2010-10-07",26
"2010-10-08",25.950001
"2010-10-11",25.65
"2010-10-12",25.98
"2010-10-13",25.809999
"2010-10-14",24.719999
"2010-10-15",23.58
"2010-10-18",24.870001
"2010-10-19",24.549999
"2010-10-20",25.6
"2010-10-21",26.030001
"2010-10-22",26.110001
"2010-10-25",25.719999
"2010-10-26",25.91
"2010-10-27",25.75
"2010-10-28",25.940001
"2010-10-29",26.059999
"2010-11-01",25.93
"2010-11-02",25.969999
"2010-11-03",26.459999
"2010-11-04",27.459999
"2010-11-05",29.219999
"2010-11-08",29.040001
"2010-11-09",28.129999
"2010-11-10",28.58
"2010-11-11",28.190001
"2010-11-12",27.540001
"2010-11-15",27.65
"2010-11-16",27.190001
"2010-11-17",26.860001
"2010-11-18",27.51
"2010-11-19",27.49
"2010-11-22",26.950001
"2010-11-23",26.799999
"2010-11-24",27.110001
"2010-11-26",26.65
"2010-11-29",27.200001
"2010-11-30",27.209999
"2010-12-01",27.530001
"2010-12-02",28.780001
"2010-12-03",29.049999
"2010-12-06",28.74
"2010-12-07",28.469999
"2010-12-08",29.370001
"2010-12-09",30.07
"2010-12-10",30.27
"2010-12-13",30.219999
"2010-12-14",29.82
"2010-12-15",29.790001
"2010-12-16",30.02
"2010-12-17",29.959999
"2010-12-20",30.1
"2010-12-21",30.82
"2010-12-22",31.309999
"2010-12-23",30.99
"2010-12-27",31.209999
"2010-12-28",31.200001
"2010-12-29",31.02
"2010-12-30",30.82
"2010-12-31",30.99
"2011-01-03",31.58
"2011-01-04",31.65
"2011-01-05",32.369999
"2011-01-06",32.150002
"2011-01-07",31.5
"2011-01-10",31.200001
"2011-01-11",31.4
"2011-01-12",32.009998
"2011-01-13",31.889999
"2011-01-14",32.75
"2011-01-18",32.490002
"2011-01-19",31.809999
"2011-01-20",31.889999
"2011-01-21",32.509998
"2011-01-24",32.700001
"2011-01-25",32.700001
"2011-01-26",32.450001
"2011-01-27",32.5
"2011-01-28",31.84
"2011-01-31",32.419998
"2011-02-01",33.439999
"2011-02-02",32.720001
"2011-02-03",32.75
"2011-02-04",32.759998
"2011-02-07",33.32
"2011-02-08",34.099998
"2011-02-09",33.130001
"2011-02-10",33
"2011-02-11",33.759998
"2011-02-14",33.869999
"2011-02-15",33.68
"2011-02-16",33.299999
"2011-02-17",32.950001
"2011-02-18",32.639999
"2011-02-22",31.379999
"2011-02-23",31.5
"2011-02-24",31.440001
"2011-02-25",32.400002
"2011-02-28",32.259998
"2011-03-01",31.65
"2011-03-02",31.549999
"2011-03-03",32.41
"2011-03-04",31.91
"2011-03-07",31.719999
"2011-03-08",32.509998
"2011-03-09",32.799999
"2011-03-10",32.060001
"2011-03-11",32.380001
"2011-03-14",32.099998
"2011-03-15",32.27
"2011-03-16",31.23
"2011-03-17",31.360001
"2011-03-18",31.83
"2011-03-21",31.879999
"2011-03-22",31.51
"2011-03-23",31.450001
"2011-03-24",31.540001
"2011-03-25",31.940001
"2011-03-28",31.610001
"2011-03-29",31.59
"2011-03-30",31.91
"2011-03-31",31.709999
"2011-04-01",32.060001
"2011-04-04",31.799999
"2011-04-05",31.99
"2011-04-06",32.400002
"2011-04-07",32.169998
"2011-04-08",31.620001
"2011-04-11",31.4
"2011-04-12",31.4
"2011-04-13",30.68
"2011-04-14",30.15
"2011-04-15",29.889999
"2011-04-18",29.52
"2011-04-19",30.07
"2011-04-20",28.83
"2011-04-21",28.540001
"2011-04-25",28.559999
"2011-04-26",28.870001
"2011-04-27",29.27
"2011-04-28",29.27
"2011-04-29",29.110001
"2011-05-02",29.129999
"2011-05-03",29.51
"2011-05-04",28.780001
"2011-05-05",28.129999
"2011-05-06",28.25
"2011-05-09",28.209999
"2011-05-10",28.530001
"2011-05-11",28.16
"2011-05-12",28.23
"2011-05-13",27.93
"2011-05-16",27.860001
"2011-05-17",28.75
"2011-05-18",28.92
"2011-05-19",28.610001
"2011-05-20",28
"2011-05-23",27.530001
"2011-05-24",27.629999
"2011-05-25",27.559999
"2011-05-26",27.700001
"2011-05-27",28.139999
"2011-05-31",28.370001
"2011-06-01",26.940001
"2011-06-02",27.16
"2011-06-03",26.860001
"2011-06-06",26.26
"2011-06-07",25.77
"2011-06-08",25.360001
"2011-06-09",26.219999
"2011-06-10",26.280001
"2011-06-13",26.9
"2011-06-14",27.02
"2011-06-15",26.549999
"2011-06-16",26.799999
"2011-06-17",27.33
"2011-06-20",26.950001
"2011-06-21",27.459999
"2011-06-22",27.370001
"2011-06-23",27.040001
"2011-06-24",27.26
"2011-06-27",27.450001
"2011-06-28",27.49
"2011-06-29",28.07
"2011-06-30",28.059999
"2011-07-01",28.67
"2011-07-05",28.42
"2011-07-06",28.120001
"2011-07-07",28.66
"2011-07-08",28.299999
"2011-07-11",27.59
"2011-07-12",27.389999
"2011-07-13",27.530001
"2011-07-14",27.280001
"2011-07-15",27.18
"2011-07-18",26.879999
"2011-07-19",28.41
"2011-07-20",28.700001
"2011-07-21",29.379999
"2011-07-22",29.139999
"2011-07-25",28.950001
"2011-07-26",28.969999
"2011-07-27",28.58
"2011-07-28",28.299999
"2011-07-29",27.940001
"2011-08-01",27.93
"2011-08-02",27.18
"2011-08-03",27.299999
"2011-08-04",25.74
"2011-08-05",25.209999
"2011-08-08",22.93
"2011-08-09",24.780001
"2011-08-10",22.879999
"2011-08-11",24.290001
"2011-08-12",24.129999
"2011-08-15",25.02
"2011-08-16",24.549999
"2011-08-17",24.879999
"2011-08-18",23.719999
"2011-08-19",23.360001
"2011-08-22",22.889999
"2011-08-23",23.940001
"2011-08-24",24.43
"2011-08-25",24.76
"2011-08-26",24.59
"2011-08-29",25.42
"2011-08-30",25.4
"2011-08-31",26.1
"2011-09-01",25.23
"2011-09-02",24.200001
"2011-09-06",23.92
"2011-09-07",24.959999
"2011-09-08",24.4
"2011-09-09",23.52
"2011-09-12",24.1
"2011-09-13",24.360001
"2011-09-14",24.690001
"2011-09-15",25.190001
"2011-09-16",24.950001
"2011-09-19",24.33
"2011-09-20",24.67
"2011-09-21",23.709999
"2011-09-22",23.17
"2011-09-23",23.690001
"2011-09-26",24.790001
"2011-09-27",24.959999
"2011-09-28",24.450001
"2011-09-29",24.99
"2011-09-30",24.120001
"2011-10-03",23.18
"2011-10-04",24.209999
"2011-10-05",24.5
"2011-10-06",25.370001
"2011-10-07",24.540001
"2011-10-10",26.129999
"2011-10-11",26.049999
"2011-10-12",26.950001
"2011-10-13",26.120001
"2011-10-14",26.67
"2011-10-17",24.42
"2011-10-18",25.860001
"2011-10-19",25.18
"2011-10-20",25.76
"2011-10-21",26.309999
"2011-10-24",26.52
"2011-10-25",25.549999
"2011-10-26",25.76
"2011-10-27",27.07
"2011-10-28",27.08
"2011-10-31",25.91
"2011-11-01",24.77
"2011-11-02",25.33
"2011-11-03",25.809999
"2011-11-04",25.4
"2011-11-07",25.42
"2011-11-08",26.530001
"2011-11-09",24.99
"2011-11-10",25.08
"2011-11-11",25.65
"2011-11-14",25.1
"2011-11-15",25.290001
"2011-11-16",24.940001
"2011-11-17",24.67
"2011-11-18",24.690001
"2011-11-21",24.18
"2011-11-22",23.93
"2011-11-23",23.209999
"2011-11-25",23.51
"2011-11-28",24.15
"2011-11-29",24.08
"2011-11-30",25.860001
"2011-12-01",25.639999
"2011-12-02",26.07
"2011-12-05",26.74
"2011-12-06",26.65
"2011-12-07",27.049999
"2011-12-08",26.190001
"2011-12-09",26.91
"2011-12-12",26.290001
"2011-12-13",25.790001
"2011-12-14",25.860001
"2011-12-15",25.610001
"2011-12-16",25.98
"2011-12-19",25.309999
"2011-12-20",26.5
"2011-12-21",26.889999
"2011-12-22",27.25
"2011-12-23",27.790001
"2011-12-27",27.610001
"2011-12-28",27.110001
"2011-12-29",27.76
"2011-12-30",27.559999
"2012-01-03",28.43
"2012-01-04",28.559999
"2012-01-05",29.02
"2012-01-06",28.940001
"2012-01-09",29.299999
"2012-01-10",29.41
"2012-01-11",29.620001
"2012-01-12",29.610001
"2012-01-13",29.610001
"2012-01-17",29.83
"2012-01-18",30.24
"2012-01-19",30.15
"2012-01-20",30.540001
"2012-01-23",30.92
"2012-01-24",30.540001
"2012-01-25",30.200001
"2012-01-26",29.049999
"2012-01-27",29.6
"2012-01-30",29.25
"2012-01-31",29.209999
"2012-02-01",29.889999
"2012-02-02",29.9
"2012-02-03",30.629999
"2012-02-06",30.200001
"2012-02-07",30.26
"2012-02-08",30.629999
"2012-02-09",30.58
"2012-02-10",30.26
"2012-02-13",30.620001
"2012-02-14",30.42
"2012-02-15",30.17
"2012-02-16",30.370001
"2012-02-17",31.09
"2012-02-21",30.959999
"2012-02-22",30.59
"2012-02-23",30.65
"2012-02-24",30.18
"2012-02-27",31.030001
"2012-02-28",31.370001
"2012-02-29",31.290001
"2012-03-01",31.540001
"2012-03-02",31.280001
"2012-03-05",30.969999
"2012-03-06",30.110001
"2012-03-07",30.41
"2012-03-08",31.4
"2012-03-09",31.66
"2012-03-12",31.51
"2012-03-13",33.330002
"2012-03-14",33.369999
"2012-03-15",34.07
"2012-03-16",33.889999
"2012-03-19",34.25
"2012-03-20",34.32
"2012-03-21",34.02
"2012-03-22",33.360001
"2012-03-23",33.529999
"2012-03-26",34.389999
"2012-03-27",34
"2012-03-28",34.470001
"2012-03-29",33.939999
"2012-03-30",34.139999
"2012-04-02",34.509998
"2012-04-03",34.48
"2012-04-04",33.880001
"2012-04-05",33.73
"2012-04-09",33.419998
"2012-04-10",32.919998
"2012-04-11",33.619999
"2012-04-12",34.02
"2012-04-13",32.84
"2012-04-16",33.150002
"2012-04-17",33.68
"2012-04-18",33.57
"2012-04-19",33.119999
"2012-04-20",33
"2012-04-23",32.689999
"2012-04-24",33.07
"2012-04-25",33.349998
"2012-04-26",33.84
"2012-04-27",33.77
"2012-04-30",33.419998
"2012-05-01",34.09
"2012-05-02",33.57
"2012-05-03",33.389999
"2012-05-04",33.029999
"2012-05-07",33.5
"2012-05-08",33.150002
"2012-05-09",32.630001
"2012-05-10",33.189999
"2012-05-11",33.310001
"2012-05-14",32.41
"2012-05-15",32.240002
"2012-05-16",31.969999
"2012-05-17",31.440001
"2012-05-18",30.940001
"2012-05-21",31.4
"2012-05-22",31.67
"2012-05-23",31.74
"2012-05-24",31.809999
"2012-05-25",31.860001
"2012-05-29",32.25
"2012-05-30",31.700001
"2012-05-31",32.049999
"2012-06-01",30.16
"2012-06-04",30.049999
"2012-06-05",30.52
"2012-06-06",30.969999
"2012-06-07",31.18
"2012-06-08",31.43
"2012-06-11",30.99
"2012-06-12",31.299999
"2012-06-13",31.58
"2012-06-14",32.029999
"2012-06-15",32.450001
"2012-06-18",32.459999
"2012-06-19",32.959999
"2012-06-20",32.810001
"2012-06-21",32.34
"2012-06-22",32.810001
"2012-06-25",32.220001
"2012-06-26",32.330002
"2012-06-27",32.73
"2012-06-28",32.48
"2012-06-29",33.439999
"2012-07-02",33.549999
"2012-07-03",33.48
"2012-07-05",33.130001
"2012-07-06",33.049999
"2012-07-09",33.259998
"2012-07-10",32.970001
"2012-07-11",33.27
"2012-07-12",32.849998
"2012-07-13",33.91
"2012-07-16",34.02
"2012-07-17",34.119999
"2012-07-18",33.959999
"2012-07-19",34.150002
"2012-07-20",33.810001
"2012-07-23",33.439999
"2012-07-24",33.23
"2012-07-25",33.16
"2012-07-26",33.779999
"2012-07-27",34.150002
"2012-07-30",33.959999
"2012-07-31",33.810001
"2012-08-01",33.900002
"2012-08-02",33.34
"2012-08-03",34.34
"2012-08-06",34
"2012-08-07",33.959999
"2012-08-08",33.82
"2012-08-09",33.82
"2012-08-10",33.830002
"2012-08-13",33.959999
"2012-08-14",33.959999
"2012-08-15",33.970001
"2012-08-16",34.130001
"2012-08-17",34.029999
"2012-08-20",34.07
"2012-08-21",34.380001
"2012-08-22",34.18
"2012-08-23",33.919998
"2012-08-24",34.040001
"2012-08-27",34.02
"2012-08-28",34.099998
"2012-08-29",34.07
"2012-08-30",33.869999
"2012-08-31",34.029999
"2012-09-04",33.799999
"2012-09-05",33.75
"2012-09-06",34.84
"2012-09-07",35
"2012-09-10",34.59
"2012-09-11",34.150002
"2012-09-12",34.330002
"2012-09-13",35.549999
"2012-09-14",36.130001
"2012-09-17",35.330002
"2012-09-18",35.439999
"2012-09-19",35.25
"2012-09-20",35.200001
"2012-09-21",34.970001
"2012-09-24",35.099998
"2012-09-25",34.720001
"2012-09-26",34.419998
"2012-09-27",34.759998
"2012-09-28",34.529999
"2012-10-01",34.700001
"2012-10-02",34.82
"2012-10-03",35.439999
"2012-10-04",35.970001
"2012-10-05",35.84
"2012-10-08",35.799999
"2012-10-09",35.099998
"2012-10-10",35.23
"2012-10-11",35.18
"2012-10-12",34.25
"2012-10-15",33.900002
"2012-10-16",33.73
"2012-10-17",34.470001
"2012-10-18",34.57
"2012-10-19",34.34
"2012-10-22",34.5
"2012-10-23",33.869999
"2012-10-24",33.720001
"2012-10-25",34.060001
"2012-10-26",33.970001
"2012-10-31",33.689999
"2012-11-01",34.060001
"2012-11-02",33.740002
"2012-11-05",34.02
"2012-11-06",34.32
"2012-11-07",32.91
"2012-11-08",32.349998
"2012-11-09",32.349998
"2012-11-12",32.369999
"2012-11-13",32.02
"2012-11-14",31.43
"2012-11-15",31.57
"2012-11-16",31.940001
"2012-11-19",32.400002
"2012-11-20",32.919998
"2012-11-21",32.59
"2012-11-23",33.200001
"2012-11-26",32.900002
"2012-11-27",32.630001
"2012-11-28",32.810001
"2012-11-29",33.16
"2012-11-30",33.009998
"2012-12-03",32.75
"2012-12-04",32.740002
"2012-12-05",32.98
"2012-12-06",33.139999
"2012-12-07",33.23
"2012-12-10",33.049999
"2012-12-11",33.290001
"2012-12-12",33.5
"2012-12-13",33.259998
"2012-12-14",33.150002
"2012-12-17",34.380001
"2012-12-18",34.959999
"2012-12-19",34.619999
"2012-12-20",35.060001
"2012-12-21",34.48
"2012-12-24",34.419998
"2012-12-26",34.330002
"2012-12-27",34.18
"2012-12-28",33.91
"2012-12-31",34.18
"2013-01-02",35.049999
"2013-01-03",34.759998
"2013-01-04",34.939999
"2013-01-07",34.77
"2013-01-08",34.709999
"2013-01-09",34.709999
"2013-01-10",35.400002
"2013-01-11",35.099998
"2013-01-14",34.77
"2013-01-15",35.110001
"2013-01-16",35.09
"2013-01-17",35.029999
"2013-01-18",34.93
"2013-01-22",35.040001
"2013-01-23",34.950001
"2013-01-24",35.16
"2013-01-25",35.139999
"2013-01-28",35.110001
"2013-01-29",35.27
"2013-01-30",34.970001
"2013-01-31",34.830002
"2013-02-01",35.130001
"2013-02-04",34.759998
"2013-02-05",34.849998
"2013-02-06",34.970001
"2013-02-07",34.66
"2013-02-08",34.880001
"2013-02-11",35.259998
"2013-02-12",35.509998
"2013-02-13",35.130001
"2013-02-14",35.209999
"2013-02-15",35.16
"2013-02-19",35.139999
"2013-02-20",35.099998
"2013-02-21",35.459999
"2013-02-22",35.82
"2013-02-25",34.790001
"2013-02-26",34.75
"2013-02-27",35.130001
"2013-02-28",35.080002
"2013-03-01",35.389999
"2013-03-04",35.849998
"2013-03-05",35.880001
"2013-03-06",36.049999
"2013-03-07",36.419998
"2013-03-08",36.5
"2013-03-11",37.130001
"2013-03-12",36.66
"2013-03-13",36.77
"2013-03-14",36.970001
"2013-03-15",38.200001
"2013-03-18",37.759998
"2013-03-19",37.490002
"2013-03-20",37.439999
"2013-03-21",37.139999
"2013-03-22",37.200001
"2013-03-25",37.209999
"2013-03-26",37.299999
"2013-03-27",36.98
"2013-03-28",36.990002
"2013-04-01",36.93
"2013-04-02",36.880001
"2013-04-03",36.669998
"2013-04-04",37.419998
"2013-04-05",37.150002
"2013-04-08",37.02
"2013-04-09",37.450001
"2013-04-10",37.57
"2013-04-11",37.509998
"2013-04-12",37.209999
"2013-04-15",36.57
"2013-04-16",37.060001
"2013-04-17",36.560001
"2013-04-18",36.27
"2013-04-19",36.689999
"2013-04-22",36.73
"2013-04-23",37.130001
"2013-04-24",37.34
"2013-04-25",37.639999
"2013-04-26",37.880001
"2013-04-29",37.880001
"2013-04-30",37.98
"2013-05-01",37.459999
"2013-05-02",37.41
"2013-05-03",37.740002
"2013-05-06",37.900002
"2013-05-07",38.400002
"2013-05-08",38.450001
"2013-05-09",37.889999
"2013-05-10",38.029999
"2013-05-13",38.200001
"2013-05-14",38.759998
"2013-05-15",39.299999
"2013-05-16",39.259998
"2013-05-17",39.880001
"2013-05-20",40.200001
"2013-05-21",40.68
"2013-05-22",40.099998
"2013-05-23",40.009998
"2013-05-24",40.240002
"2013-05-28",40.52
"2013-05-29",40.75
"2013-05-30",41.25
"2013-05-31",40.549999
"2013-06-03",40.73
"2013-06-04",40.439999
"2013-06-05",39.82
"2013-06-06",40.720001
"2013-06-07",41.25
"2013-06-10",41.27
"2013-06-11",40.66
"2013-06-12",40.27
"2013-06-13",40.939999
"2013-06-14",40.16
"2013-06-17",40.610001
"2013-06-18",40.84
"2013-06-19",40.66
"2013-06-20",40.09
"2013-06-21",40.959999
"2013-06-24",39.799999
"2013-06-25",40.299999
"2013-06-26",41.02
"2013-06-27",41.560001
"2013-06-28",41.27
"2013-07-01",41.360001
"2013-07-02",41.220001
"2013-07-03",41.220001
"2013-07-05",42.07
"2013-07-08",42.830002
"2013-07-09",42.700001
"2013-07-10",42.07
"2013-07-11",41.889999
"2013-07-12",42.630001
"2013-07-15",43.349998
"2013-07-16",43.02
"2013-07-17",43.509998
"2013-07-18",44.41
"2013-07-19",44.450001
"2013-07-22",44.630001
"2013-07-23",44.57
"2013-07-24",44.310001
"2013-07-25",43.650002
"2013-07-26",43.509998
"2013-07-29",43.25
"2013-07-30",43.259998
"2013-07-31",43.5
"2013-08-01",44.259998
"2013-08-02",44.490002
"2013-08-05",44.34
"2013-08-06",44.029999
"2013-08-07",43.27
"2013-08-08",43.220001
"2013-08-09",43.23
"2013-08-12",43.200001
"2013-08-13",43.32
"2013-08-14",43.099998
"2013-08-15",42.990002
"2013-08-16",42.75
"2013-08-19",42.490002
"2013-08-20",42.59
"2013-08-21",42.360001
"2013-08-22",42.48
"2013-08-23",42.759998
"2013-08-26",42.389999
"2013-08-27",41.110001
"2013-08-28",41.25
"2013-08-29",41.25
"2013-08-30",41.080002
"2013-09-03",41.389999
"2013-09-04",41.5
"2013-09-05",41.82
"2013-09-06",41.43
"2013-09-09",41.720001
"2013-09-10",42.450001
"2013-09-11",42.5
"2013-09-12",42.259998
"2013-09-13",42.189999
"2013-09-16",42.889999
"2013-09-17",42.849998
"2013-09-18",43.310001
"2013-09-19",42.959999
"2013-09-20",42.849998
"2013-09-23",42.310001
"2013-09-24",41.73
"2013-09-25",41.810001
"2013-09-26",41.610001
"2013-09-27",41.59
"2013-09-30",41.32
"2013-10-01",41.490002
"2013-10-02",41.259998
"2013-10-03",41
"2013-10-04",41.299999
"2013-10-07",40.619999
"2013-10-08",40.240002
"2013-10-09",40.360001
"2013-10-10",41.439999
